TIC ID,TOI,Period (days),Duration (hours),Depth (mmag),Planet SNR,Sectors,label
273231214,4581.02,0.0,6.61712060067757,4.09826,9.250516,54,transit
219854519,4582.01,31.0343213950544,12.0587353608778,1.708326,38.234386,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,56,57,58,59,60",transit
103604037,4583.01,19.5202385591324,4.09605804785528,3.221162,11.220469,"40,41",noise
120255950,4584.01,31.5786847112054,2.12950550935654,2.30347,19.077679,"40,41,53,54",transit
233529335,4585.01,0.0,12.8976377724944,0.417823,7.3422637,"14,15,16,17,19,20,21,22,23,24,25,26,40,41",transit
416534875,4586.01,5.3909915,1.954,0.619046,8.0,"14,21,41,48",transit
137683938,4587.01,3.29031359088435,1.74652534818498,16.777885,10.759113,"40,41,54,55",transit
48031665,4588.01,13.1187745915961,4.52784131740058,0.361613,11.703625,"14,26,40,41,53,54,55",transit
164458714,4589.01,17.8335899,3.642,0.313823,10.0,"14,26,40,41,53,54,55,74,75",transit
154923406,4590.01,25.9213508724218,2.12083921828654,0.640032,8.148816,"14,19,20,21,26,40,47,53,59,60",transit
356868487,4591.01,27.9102929440988,10.6336017912165,20.03037,86.54392,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,56,57,58,59,60",false_positive
122785299,4592.01,8.88495108586945,1.99585070202848,18.579719,9.239769,"40,41,54",transit
399954349,4593.01,7.83446882552987,3.12608025341368,2.192536,13.867318,"14,26,40,41,53,54,55",transit
399954349,4593.02,3.00519286221904,1.81116477691183,0.80139,7.8623304,"14,26,40,41,53,54,55",transit
158555987,4594.01,5.546089293505985,2.2804171236722213,2.126456,19.407572,"14,40,41,53,54,55,74,75",false_positive
159725995,4595.01,3.7705864541407,3.9149764099662,13.975846,11.841265,"40,41,54,55",transit
86951294,4596.01,4.1194175,2.057,0.784185,26.0,"43,44,45,71,72",transit
68573534,4597.01,4.6663795,2.526,7.517545,23.0,"43,44",transit
29017001,4598.01,8.2003748,2.168,1.652662,29.0,"18,42,43,44,70,71",transit
307809773,4599.01,2.7694936,1.031,0.77332,37.0,"43,44,45,71,72",transit
307809773,4599.02,5.7060868,0.863,0.891756,28.0,"43,44,45,71,72",transit
232608943,4600.01,82.6901439076752,7.52402979928273,7.112644,48.16501,"40,41,47,48,49,51,52,53,54,55,56,57,58,59,60",transit
232608943,4600.02,482.8191,10.8504686570891,7.548316,27.898134,"17,53",transit
349071261,4601.01,2.78752325411355,1.73841207453019,8.805835,56.89227,"43,44",transit
467651916,4602.01,3.9813082,3.1,0.503899,29.0,"43,44,70,71,86",transit
437856897,4603.01,7.2455997,2.734,1.201489,29.0,"43,44,45,71,72",transit
27039476,4604.01,2.2251639,1.545,0.308393,31.0,"43,71",transit
19155785,4605.01,3.1442556,1.81,2.277003,34.0,"43,44,45,71",false_positive
68577662,4606.01,11.1684037,5.354,10.539198,278.0,"43,44,71",transit
28294709,4607.01,5.5109534,2.411,0.56473,11.0,"17,42,43",transit
427740976,4608.01,2.3494903,2.014,9.873932,72.0,"43,44,70,71",transit
118820486,4609.01,2.6921752,3.246,10.02843,44.0,"43,44,70",transit
1950736,4610.01,3.1129681,2.308,0.635342,16.0,"19,43,44,45,71,73",false_positive
68646526,4611.01,5.2289874,3.386,0.347491,31.0,"43,44",transit
97735908,4612.01,4.1137862,5.235,6.248989,221.0,"43,44,45,71",transit
436652523,4613.01,4.5461685,3.323,5.716222,18.0,"5,32,43,44,70,71",transit
408809625,4614.01,13.8338893192443,1.42605979597692,9.705611,37.925327,"42,43",transit
84599716,4615.01,5.31937553733398,6.69139952369387,7.120849,36.62315,"43,44,45",transit
258796169,4616.01,1.55381877515444,0.923935953718451,3.752214,11.832472,"17,42,43,70",transit
18373995,4617.01,3.48787537542392,2.88274472131755,19.824645,86.83897,"43,44,70,71",transit
284326455,4618.01,3.79985358153438,1.81149135712685,27.995351,164.76524,"43,44,45,71,72",transit
238586172,4619.01,3.47323985883491,4.37310994914198,11.283003,18.895731,"43,44,45",transit
171160243,4620.01,1.3887494,1.38,3.589944,24.0,"19,43,44,59",transit
293457754,4621.01,4.5195089486172,3.16286478776423,19.432596,88.20475,"42,43,70",transit
94727308,4622.01,1.29694038977361,3.43016674209462,58.205376,10.462735,"43,44",transit
56399553,4623.01,3.25883164155409,2.22203464100639,24.978285,229.15514,"43,44,70,71",transit
84339983,4624.01,2.79082852671309,2.25998692244802,10.966514,131.62625,"43,44,45,71,72",transit
58472992,4625.01,2.1913419945134,1.81006914357216,1.154525,16.247852,"43,44,70,71",transit
241442273,4626.01,17.4756122,2.895,0.858071,21.0,"11,38",transit
89702406,4627.01,23.143855131532,5.76594665375997,7.578633,38.276844,"35,36,37,61,62,63",false_positive
404421005,4628.01,6.326680036819368,2.0310601147528766,0.565599,7.731756,"10,37",transit
304339227,4629.01,714.697095595839,5.69194361087756,0.496389,14.200377,"13,39,66",transit
292202337,4630.01,721.562175788759,4.593341335225626,2.367238,27.626175,"11,38,91",transit
313006381,4631.01,33.63562522513033,3.88435695369383,0.786379,18.4608,"14,20,26,40,47,53,60,74",transit
336075472,4632.01,63.1448518916239,4.99255091338157,1.84408,14.309427,"14,26,40,41,52,53,54",transit
307958020,4633.01,271.938638971,11.1292466382323,0.524721,16.521877,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,58,59",transit
17150865,4634.01,0.8706763,1.007,2.022438,29.0,"43,44,70",false_positive
337129672,4635.01,49.1077047395584,2.94023192783815,30.974135,90.2659,"42,43,70",false_positive
405484221,4636.01,42.82891524015,2.32485261915231,97.264925,11.763273,"42,43",false_positive
306485267,4637.01,14.3540583235874,2.51225290507498,1.143961,8.554153,"42,43",transit
58824746,4638.01,10.2829582517974,3.53489155847534,0.939704,8.948416,"42,43",transit
91251292,4639.01,3.9906790249789,2.79003924505961,0.727958,12.933433,"42,43,70,71",transit
91251292,4639.02,13.0780555076784,4.45413361578097,1.01251,11.2407465,"42,43,70,71",transit
337216118,4640.01,2.685722911326,2.2391181880052,0.687282,8.685985,"42,43",transit
436873727,4641.01,22.0933921788079,5.40950761573261,2.863168,53.175365,"18,42,43,44,58,70,71",transit
336961891,4642.01,3.60223773777829,1.03255200089646,2.42388,7.1671104,"42,43",transit
270355392,4643.01,5.0256637062963,1.88857666325065,0.706112,11.17756,"4,31,42,43,70,71",transit
270355392,4643.02,10.7387038720614,1.53176365571927,0.872581,7.8576913,"4,31,42,43,70,71",transit
387423096,4644.01,0.3181853,0.762,0.521278,15.0,"42,43,44",transit
46698351,4645.01,5.0872348,8.035,4.391988,28.0,"12,38,39,65",transit
286696849,4646.01,8.92994827169825,3.20026676851587,29.178403,52.706245,"19,59",transit
303204165,4647.01,8.83461466822978,3.01439873080432,0.701717,13.884332,"42,43,57,70",transit
303204165,4647.02,11.0696103892699,3.16811426886733,0.641974,8.871542,"42,43,57,70",transit
257774438,4648.01,15.3886606556006,4.33006432752769,0.442099,8.780687,"42,43,70",transit
404713783,4649.01,15.0758735,3.502,0.700526,9.0,"42,43,70,71",transit
60646268,4650.01,2.6672418,2.858,12.173955,19.0,"1,28",transit
147302550,4651.01,11.1878978,2.457,8.928793,10.0,"1,28",transit
139877968,4652.01,18.6224802,4.088,10.791383,27.0,"1,28",transit
238854767,4653.01,16.3764188,4.775,1.336278,10.0,"1,13,27,28,67,68",transit
99648579,4654.01,10.6936683,2.411,11.658028,13.0,"1,28",transit
209310912,4655.01,3.6749802,1.743,26.175236,27.0,28,transit
120523488,4656.01,3.439221,1.693,5.496859,9.0,"2,29",transit
434110695,4657.01,8.11566700522941,0.960019600227242,1.964179,7.2025366,"2,29,69,70",transit
224279091,4658.01,6.0142432,2.262,1.314536,9.0,"2,29",transit
178215634,4659.01,1.0451165,0.794,1.097148,18.0,"4,5,31",transit
435259601,4660.01,1.5090806,1.796,28.658345,96.0,"31,42,43,44",transit
441135051,4661.01,8.8085782,1.92,10.418609,33.0,"4,31",transit
166778944,4662.01,4.7034187,1.937,1.510223,10.0,"4,31",transit
237358490,4663.01,5.2916448,2.645,19.577557,72.0,"3,4,5,30,31",transit
299551666,4664.01,3.0002713,3.519,9.257253,11.0,"5,31",transit
165201455,4665.01,3.6831574,4.43,6.741594,24.0,"4,30,31",transit
165202476,4666.01,2.9093856,2.075,50.17349,68.0,31,transit
422884521,4667.01,17.9450925,1.673,18.119288,18.0,"4,31",transit
142938659,4668.01,1.0049552,0.92,9.377714,16.0,31,transit
71401634,4669.01,0.2476684,0.401,2.674202,12.0,31,false_positive
404506270,4670.01,15.5014296,1.663,102.480041,18.0,31,transit
439873430,4671.01,17.1470323,3.895,2.510952,13.0,"4,31",transit
332911893,4672.01,6.6132132,5.646,10.922981,81.0,"4,31",transit
118573065,4673.01,4.8667353,0.728,6.938262,13.0,"4,31",transit
89062142,4674.01,4.2430633,3.582,7.922134,20.0,"4,31",transit
279095914,4675.01,3.5779775,1.795,0.901535,9.0,"4,31",transit
219225319,4676.01,13.291966,2.48,8.020571,17.0,"3,4,5,30,31",transit
100974694,4677.01,4.0589926,0.789,2.652434,10.0,"3,4,30,31",transit
206717400,4678.01,4.7743169,2.968,11.669003,26.0,"4,31",transit
283605976,4679.01,6.8170909,4.39258404229515,3.237683,19.456196,"5,32,42,43,44,70,71",transit
31258738,4680.01,17.4314043,4.06,8.917846,17.0,"5,6,32",transit
248689510,4681.01,3.0421828,2.628,22.366975,47.0,32,transit
449197624,4682.01,6.7934811,1.824,5.878863,19.0,"5,32",false_positive
264460005,4683.01,3.0929206,2.248,6.140886,14.0,"6,32",false_positive
399757537,4684.01,6.4879123,1.648,7.911197,12.0,"5,32",transit
431693152,4685.01,7.0308254,3.198,1.695071,10.0,"5,32",transit
316875094,4686.01,7.9461192,2.339,9.541999,13.0,"5,32",transit
302759417,4687.01,3.313358,3.014,6.785295,23.0,"6,32,43,44,45",transit
245793479,4688.01,7.7688831,1.353,8.687985,23.0,"5,32,43,44,70,71",transit
396935099,4689.01,2.4337374,1.835,13.701219,52.0,32,transit
455033897,4690.01,11.5341529,1.332,1.901703,9.0,"5,32",transit
200321577,4691.01,8.5725884,4.495,5.311363,16.0,"4,5,6,31,32",transit
153723304,4692.01,4.0519584,0.666,5.78062,12.0,"4,5,30,31,32",transit
117843365,4693.01,1.9113216,1.167,8.064323,46.0,32,transit
50745119,4694.01,5.629318,1.847,8.753655,10.0,"6,32",transit
139550876,4695.01,35.7861915,2.924,22.112088,61.0,"5,31,32",transit
243011228,4696.01,4.1249095,3.025,5.966197,25.0,"5,32,42,43,44",transit
250189842,4697.01,5.0274739,6.229,4.427963,12.0,"5,32",transit
411781649,4698.01,4.2333233,2.325,11.844612,15.0,32,transit
34395020,4699.01,10.1766089,4.474,8.69893,17.0,"6,32",transit
468911753,4700.01,2.2964514,1.734,3.730477,13.0,"5,32",transit
9344899,4701.01,8.5821795,3.835,7.397291,18.0,"5,32",transit
248690688,4702.01,3.121702,3.323,13.822174,64.0,32,transit
293514367,4703.01,5.1155806,3.042,6.807146,21.0,"5,32,43,44",transit
455030519,4704.01,2.6875966,1.469,2.69597,14.0,"5,32",transit
436637677,4705.01,11.9140328,5.076,3.316556,25.0,"5,32,43,44",transit
37117064,4706.01,735.982363,5.289,9.925429,50.0,"6,33",transit
322825139,4707.01,0.4709937,0.336,2.064861,11.0,"6,33",transit
232194097,4708.01,3.3560085,3.354,11.844612,13.0,33,transit
317328621,4709.01,6.2397532,3.209,12.547332,26.0,"6,33",transit
144486060,4710.01,1.4798437,2.702,3.360119,16.0,"5,6,32,33",transit
177718896,4711.01,3.7081082,6.54,1.618953,10.0,"7,33",transit
317089770,4712.01,8.8720052,3.592,4.755065,21.0,"6,32,33",transit
102542376,4713.01,2.9532479,3.095,6.763444,18.0,"6,33",transit
251111783,4714.01,7.9144674,3.114,22.777137,15.0,"6,33",transit
268372005,4715.01,6.4274159,1.277,4.28625,11.0,"7,33",false_positive
268689126,4716.01,5.2376102,6.518,4.166353,10.0,"7,33",transit
269190305,4717.01,4.1583367,3.043,10.484383,12.0,"7,33",transit
234958949,4718.01,5.1409029,2.265,6.348366,9.0,"6,33",transit
306363166,4719.01,14.3953055,2.87,18.964183,16.0,"6,33",transit
124322274,4720.01,3.7810832,3.069,8.753655,15.0,"6,7,33",transit
229210014,4721.01,4.0086493,2.46897197408186,10.050074,23.342068,"6,33,71,72",transit
142530031,4722.01,10.8910909,3.992,4.733255,11.0,"6,7,33",transit
322824542,4723.01,3.6590997,2.955,9.410569,19.0,"6,33",transit
119638424,4724.01,3.572359,2.731,1.412375,10.0,"6,33",transit
26587613,4725.01,2.0763072,1.223,17.755027,104.0,"33,44,45",transit
409009431,4726.01,4.2971136,2.775,28.613755,115.0,33,transit
39824732,4727.01,7.151653,1.193,12.821956,11.0,"6,33",transit
270716565,4728.01,6.0879495,1.639,29.405502,26.0,"6,33",transit
52738649,4729.01,6.9279673,1.868,7.441018,10.0,"6,33",transit
97866515,4730.01,4.0681112,3.284,2.336846,30.0,"6,33,43,44,45",transit
438368981,4731.01,1.4553693,1.236,10.70366,102.0,"6,33,43,44,45",transit
78489364,4732.01,1.8911553,1.085,15.89148,19.0,33,transit
438149332,4733.01,5.3054422,3.785,19.942431,49.0,"6,33,43,44,45",transit
97714451,4734.01,6.2356356,5.544,2.685086,23.0,"6,33,43,44,45",transit
280292434,4735.01,3.541053,2.031,23.731084,35.0,"6,33",transit
265619984,4736.01,2.8564778,4.678,5.791536,10.0,"6,33",transit
142532090,4737.01,9.3202467,4.963,2.391251,15.0,"6,7,33",transit
247873937,4738.01,4.6498719,4.995,8.84122,37.0,"6,33,44,45",false_positive
281716779,4739.01,8.1703609,3.365,10.265151,55.0,"6,33",transit
72097808,4740.01,5.7728793,3.883,7.517545,41.0,33,transit
291198795,4741.01,2.4849639,2.977,7.441018,14.0,33,transit
237637903,4742.01,4.1034672,2.918,7.539411,11.0,"6,33",transit
23725901,4743.01,6.2185453,3.122,8.545715,14.0,"7,33",transit
293931909,4744.01,4.8013522,4.644,5.104081,13.0,"6,33",transit
269278156,4745.01,4.413935,2.604,11.31787,16.0,"6,33",transit
160180298,4746.01,7.5395871,2.44,3.174987,20.0,"5,31,33",transit
235078021,4747.01,5.2192426,2.45,1.629827,14.0,"5,6,32,33",transit
59770954,4748.01,4.1018859,3.576,11.669003,24.0,"6,33,44,45",transit
153412485,4749.01,1.3832999,2.774,9.837776,16.0,"6,33",transit
317189702,4750.01,3.2141617,1.618,3.66511,36.0,"6,32,33",transit
291580615,4751.01,3.6014534,3.747,11.778755,46.0,"7,33",transit
237700098,4752.01,5.0467874,4.516,7.834643,11.0,"6,33",transit
306604742,4753.01,5.3970484,6.194,3.044325,22.0,"6,33,43,44,45",transit
61344769,4754.01,3.6307276,3.198,11.515368,31.0,"6,33",transit
267197567,4755.01,22.7273078,2.485,7.09125,22.0,"6,7,32,33",transit
119556803,4756.01,8.0823172,1.414,4.74416,9.0,"6,33",transit
53744258,4757.01,2.0804611,3.608,5.726045,17.0,"6,7,33",transit
34524670,4758.01,5.7627112,3.501,10.550162,29.0,"6,33",transit
49705089,4759.01,9.6578504,5.943,2.500069,12.0,"6,33",transit
291332861,4760.01,7.7223185,3.344,12.437502,13.0,"6,33",transit
440849210,4761.01,3.7863767,5.123,2.38037,27.0,"7,33,44,45,46",transit
119069946,4762.01,4.3591525,3.559,1.118885,9.0,"6,33",transit
143072696,4763.01,5.8679992,5.605,4.951373,19.0,"6,33",transit
268456052,4764.01,1.6025971,2.212,14.262122,13.0,33,transit
21747057,4765.01,16.3734954,5.022,8.512886,24.0,"5,6,32,33",transit
271307949,4766.01,1.93265725661457,1.61910560560168,15.364955,30.83476,"7,34,61",transit
157127081,4767.01,2.7319222,3.913,4.22085,23.0,"6,7,33,34",transit
108940329,4768.01,7.2644599,3.233,8.707686,92.0,"7,34,61",transit
333814134,4769.01,2.8636452,3.402,9.366762,25.0,"7,34",transit
112110888,4770.01,1.9491813,3.119,12.745054,23.0,"7,34,61",transit
266441563,4771.01,6.0049484,3.366,9.741366,18.0,"7,34",transit
455153906,4772.01,2.8894603,2.561,18.649341,35.0,"7,34",transit
415276070,4773.01,1.74548279134348,1.92327303805639,7.53846,32.963398,"34,61",transit
148129139,4774.01,8.6000244,3.974,1.760319,11.0,"6,7,33,34",transit
412521892,4775.01,2.4732088,2.244,2.979,9.0,"7,34",transit
196286578,4776.01,10.4137997,3.774,7.320773,13.0,"7,8,34",transit
170368805,4777.01,2.9588764,2.682,14.09712,16.0,"7,34",transit
145163386,4778.01,3.8074213,4.4775157444609,9.42567,13.697488,"7,8,34,61",transit
170221808,4779.01,10.7490194,2.256,10.078839,16.0,"6,7,33,34",transit
231937828,4780.01,4.6942884,3.224,5.78062,33.0,"7,32,34",transit
176242778,4781.01,1.9055614,1.726,6.360379,15.0,"7,34",transit
423128096,4782.01,3.7244324,2.913,7.189611,19.0,"7,34",transit
218988652,4783.01,6.7519508,1.603,12.064163,22.0,"7,8,34",transit
409207712,4784.01,3.3583921,2.644,10.002131,13.0,"7,33,34",transit
50751260,4785.01,6.4311106,2.385,6.457581,14.0,"7,34",transit
127012328,4786.01,5.6984189,4.475,4.385447,11.0,"7,34",transit
431981595,4787.01,3.5037708,2.716,6.68697,11.0,"7,34",transit
156999527,4788.01,4.3930669,2.33,12.130037,79.0,"6,7,33,34",transit
134221850,4789.01,7.5002702,2.487,9.541999,18.0,"6,7,8,33,34",transit
452903647,4790.01,1.61024354745396,2.32587105697402,5.925235,9.369143,"7,34,61",transit
100389539,4791.01,4.2809767,3.145,8.19559,65.0,"33,34",transit
265350422,4792.01,8.4481666,1.255,8.069792,10.0,"8,34",transit
65949719,4793.01,3.4658629,3.301,10.451496,18.0,"7,34",transit
95589845,4794.01,3.5658043,3.914,10.944915,30.0,"7,34",transit
107090327,4795.01,2.7431176,3.134,8.972582,15.0,"7,34",transit
65905621,4796.01,3.5775958,2.779,9.520093,13.0,"7,33,34",transit
265011923,4797.01,2.9922495,1.594,11.894007,11.0,"7,34",transit
274137295,4798.01,5.5261155,1.873,7.987757,16.0,"7,34",transit
65805840,4799.01,4.0234634,3.204,8.23935,13.0,"7,33,34",transit
280307604,4800.01,4.3229915,0.875,2.151889,13.0,"7,34",false_positive
419092044,4801.01,3.251269,2.569,8.589489,13.0,"7,8,34",transit
50575306,4802.01,1.7131374,2.608,4.188152,10.0,"7,34",transit
19117967,4803.01,8.4516737,3.896,3.185877,19.0,"34,44,45",transit
320341952,4804.01,5.0648401,3.009,0.993903,19.0,"7,33,34,61",transit
7976072,4805.01,8.9981735,4.547,7.058465,11.0,"8,34",transit
96317115,4806.01,8.4476983,3.79,2.173647,17.0,"6,33,34",transit
174546820,4807.01,17.6868627,1.379,11.252045,14.0,"7,8,34",transit
126772538,4808.01,1.4700596,2.18,5.180444,9.0,"7,34",false_positive
143724857,4809.01,4.47225981471465,4.06596413748993,3.922831,10.048325,"8,34,61",transit
281225729,4810.01,2.4162514,3.055,3.229435,14.0,"7,33,34",transit
334414389,4811.01,0.982825901423599,1.38692486612408,1.882487,9.871416,"7,34,61",transit
81744640,4812.01,3.3138453,3.863,3.861221,14.0,"7,33,34",transit
333810741,4813.01,4.0492184,2.659,7.145894,10.0,"7,34",transit
32004914,4814.01,5.545745,2.302,22.8104,32.0,"7,34",transit
19447218,4815.01,8.9727235,3.808,11.965359,14.0,"7,34,61",transit
156990000,4816.01,11.2473628,4.113,11.284957,30.0,"6,7,33,34,61",transit
60074373,4817.01,3.190373,2.684,47.209741,11.0,35,false_positive
181422954,4818.01,2.6006996066073413,2.937034232245222,6.213963,15.293893,"8,35",transit
82739585,4819.01,1.5889429,1.183,24.741407,55.0,"34,35",transit
394223845,4820.01,27.1358856,4.115049970488518,6.977385,21.399214,"8,34,35",transit
354937825,4821.01,5.469359,2.119,6.468504,16.0,"7,8,34,35,61",transit
52936161,4822.01,4.4712213,3.771,5.595076,16.0,"8,9,34,35",transit
348756659,4823.01,3.72609391164866,3.11924233594908,19.976752,62.22323,"8,35,61",transit
179687771,4824.01,5.124162,4.651,7.2224,20.0,"8,35",transit
53047383,4825.01,2.81830530301433,4.15167964776744,8.62901,31.65196,"34,35,61,62",transit
17683158,4826.01,5.9730504,4.041,8.961635,13.0,"8,35",transit
332630868,4827.01,736.5601487,4.183,3.915703,12.0,"8,35",false_positive
291469139,4828.01,19.0286016,3.938,9.717265,14.0,"7,8,33,34,35",transit
268439377,4829.01,0.9855374,1.18,3.577961,17.0,"7,8,9,34,35",false_positive
1260235,4830.01,7.6945481,3.436,3.817638,14.0,"8,34,35",transit
17896514,4831.01,2.6375869,4.029,3.926599,12.0,"8,35",transit
186470968,4832.01,2.7805098,1.547,17.291598,11.0,"35,61,62",transit
176442805,4833.01,3.6520005,3.638,4.995001,29.0,"8,34,35",transit
77550515,4834.01,3.118166,2.285,5.605989,13.0,"8,35",transit
434428836,4835.01,5.1953991,3.032,5.355006,12.0,"8,35",transit
231559817,4836.01,5.10350913809705,3.71908960871786,4.044805,18.135302,"8,34,35,61",transit
19612445,4837.01,4.4644761,1.185,1.836446,15.0,"8,9,35,62",transit
374200604,4838.01,0.7600190181346775,0.6387380397405018,2.027429,15.336781,"35,45,46,72",false_positive
38118291,4839.01,13.3441946,4.743,3.545282,9.0,"8,35",transit
80029842,4840.01,2.3992876,2.545,1.281925,10.0,"7,9,34,35",false_positive
453060368,4841.01,9.6284672,3.554,19.710224,35.0,"8,35",transit
131034657,4842.01,5.3374045,1.849,3.02255,16.0,"7,8,34,35",transit
258051471,4843.01,8.3548746,3.253,4.526083,15.0,"8,34,35,61",transit
143994382,4844.01,4.5425274,2.92,9.454377,13.0,"7,8,34,35,61,62",transit
26305150,4845.01,4.21908996709602,4.93140318651871,3.691011,12.8348875,"35,62",transit
418971787,4846.01,1.0638184,3.191,3.501711,18.0,"7,8,34,35",false_positive
186541435,4847.01,7.0465721,2.322,5.180444,9.0,"8,35",transit
134596619,4848.01,3.72354069576951,2.1053503258796,8.818,11.740495,"7,8,34,35,61,62",transit
132534906,4849.01,3.0617364,1.947,7.21147,13.0,"7,8,34,35,61",false_positive
332705008,4850.01,7.67781585888636,3.492,6.938262,14.0,"8,35,62",transit
60377863,4851.01,21.6091483,6.112,0.347491,10.0,"7,8,34,35",transit
74712191,4852.01,7.2307407,4.646,8.655152,44.0,"8,9,35,36",transit
74530173,4853.01,7.2333744,1.118,11.515368,9.0,"8,9,35,36",transit
70780410,4854.01,3.9230475,2.559,5.005909,11.0,"9,35,36,62",transit
44514807,4855.01,7.5872202,1.826,4.635116,10.0,"9,35,36",transit
428685938,4856.01,14.4896397,1.898,44.401089,15.0,"36,63",false_positive
35972578,4857.01,1.8881146,2.761,9.848732,31.0,"9,36",transit
262499797,4858.01,1.75091172663579,1.4130673326106,78.870969,57.449997,"35,36,61,62,63,67,69",false_positive
152467154,4859.01,7.1878971,3.321,12.481433,22.0,"10,36",transit
335590096,4860.01,1.5229985,1.196,64.9419,66.0,36,transit
71341774,4861.01,3.4321678,5.115,2.119253,12.0,"9,36",transit
322807371,4862.01,0.0,5.513,10.973431,28.0,"9,36",transit
143032776,4863.01,12.4856615,2.538,75.610136,19.0,36,false_positive
48274889,4864.01,5.2410982,1.188,6.162724,12.0,"9,35,36,62",transit
143059017,4865.01,1.2655205,1.344,6.949189,11.0,36,transit
35758536,4866.01,4.1059615,3.688,5.71513,12.0,"9,36",transit
74484423,4867.01,2.835273,4.249,3.66511,14.0,"8,9,35,36,62",transit
362370757,4868.01,3.5164369,3.119,7.23333,17.0,"9,10,35,36,62,63",transit
71221700,4869.01,3.0978928,1.17,2.979,9.0,"9,36,62,63",transit
446135868,4870.01,1.8119168,2.618,5.998949,9.0,"9,36,62,63",transit
168158622,4871.01,1.7687528,1.471,4.504278,11.0,"9,35,36,62",transit
310822679,4872.01,1.7125104,3.465,1.966963,10.0,"9,10,36",transit
228694725,4873.01,0.8313018,1.181,1.923456,12.0,"10,37",transit
463754499,4874.01,2.2866856,2.881,4.04647,14.0,"9,10,36,37",transit
133512515,4875.01,9.7929019,3.362,6.643273,14.0,"9,10,36,37",transit
458300989,4876.01,4.1379542,4.739,2.837476,10.0,"10,36,37",transit
447054140,4877.01,5.2220526,4.243,5.278632,31.0,"9,10,36,37",transit
144155193,4878.01,4.728422,1.398,11.756804,12.0,"10,37",transit
45465399,4879.01,5.3763108,2.339,4.395259,12.0,"8,9,10,35,36,37",false_positive
245099574,4880.01,3.4717583,3.494,12.536349,16.0,37,transit
359735804,4881.01,4.4158835,4.663,3.534389,13.0,"9,10,36,37,62,63",transit
458331312,4882.01,4.4360402,2.438,7.670615,33.0,"10,36,37",transit
446463666,4883.01,4.4967355,4.218,6.850849,13.0,"9,10,36,37",transit
80681136,4884.01,1.53008428457586,3.10559445846325,4.562767,11.903917,"10,36,37,63,64",transit
72504752,4885.01,6.9392854,5.859,15.957587,22.0,"10,37",transit
457743020,4886.01,3.251249,2.123,13.151596,34.0,"10,36,37",false_positive
274911400,4887.01,5.1873583,5.228,4.188152,13.0,"9,10,36,37",transit
309292963,4888.01,9.4185437,4.259,2.902793,15.0,"4,5,8,10,35,36,37",transit
441936163,4889.01,1.895234,0.868,2.685086,9.0,"9,10,36,37,62,63,64",transit
92004082,4890.01,3.0471275267159412,3.297434718348297,9.372552,77.177895,"37,63,64",transit
458199018,4891.01,2.44980118577023,3.91891678225299,13.46168,22.871021,"10,36,37,63,64",transit
6010784,4892.01,4.516649,3.654,6.654198,16.0,"10,37",transit
441234277,4893.01,7.3262605,1.786,13.27249,20.0,"9,10,36,37",transit
469333534,4894.01,3.5611222,2.736,5.704216,10.0,"9,10,36,37",transit
463365347,4895.01,8.9641788,1.636,3.817638,10.0,"9,10,36,37",transit
438278301,4896.01,5.1609259,4.411,5.005909,10.0,"9,37",transit
81693792,4897.01,4.3066915,2.149,8.315933,11.0,"10,36,37",transit
124235800,4898.01,2.7652293,1.262,2.598015,14.0,"10,37",transit
376610581,4899.01,2.3908076,3.28,6.544962,13.0,"11,36,37",transit
425508314,4900.01,7.6650157,5.834,7.834643,19.0,"11,37",transit
107017977,4901.01,16.0462248,2.492,7.954945,18.0,"10,37",transit
358072664,4902.01,4.1934945,1.873,2.946339,9.0,"9,10,35,36,37",false_positive
457789844,4903.01,4.9142901,4.595,5.73696,18.0,"10,36,37",transit
464388115,4904.01,2.4118274,1.722,10.089797,32.0,"9,10,36,37",transit
463011281,4905.01,11.1378464,1.622,5.824283,9.0,"9,10,36,37",transit
385459345,4906.01,11.9768240862971,3.662,7.364497,10.0,"9,10,35,36,37,62",transit
447585233,4907.01,3.3405202,2.693,3.425467,11.0,"9,10,36,37",transit
356835341,4908.01,19.7112002,5.452,4.515181,9.0,"9,10,11,35,36,37",transit
272211398,4909.01,11.6484665224403,5.8782939372478,6.735004,36.47387,"10,37,64",transit
303327435,4910.01,5.5066909541317,1.9113879750242,17.60759,11.677083,"10,36,37,63,64",transit
303814029,4911.01,4.4573401,3.75,8.115734,12.0,"10,36,37",transit
219769290,4912.01,7.4105517,1.856,11.614131,11.0,"10,37",transit
72401290,4913.01,6.5430693,2.585,4.155454,13.0,"10,37",transit
49254857,4914.01,10.5988743,1.638,14.119119,43.0,37,transit
440937096,4915.01,3.3362143,2.121,2.315085,17.0,"9,10,36,37,62,63",transit
454069765,4916.01,4.1197036,4.547,2.924566,20.0,"10,36,37",transit
317362389,4917.01,4.7738904,3.304,10.002131,24.0,"11,38",transit
60859922,4918.01,6.5329169,3.342,3.109654,13.0,"11,38",transit
155419920,4919.01,3.6470909,2.383,10.276112,17.0,"12,38",transit
132611413,4920.01,2.5245706,3.741,5.245901,17.0,"12,38",transit
